Data Source: Instituto Nacional de Estadística http://www.ine.es/inebmenu/mnu_clasifica.htm;;;;;
Coordenadas en formato wsg84, en decimal. Compatible con Google Maps.;;;;;
Author: Emilio Rodríguez. http://www.emiliort.com/mysql/municipios-espana-coordenadas/;;;;;
;;;;;
name;province;state;latitude;longitude;Google Maps URL
Costitx;Balears, Illes;Balears, Illes;39.6952629;3.0175712;http://maps.google.es/maps?z=14&ll=39.6952629,3.0175712
Deyá;Balears, Illes;Balears, Illes;39.6952629;3.0175712;http://maps.google.es/maps?z=14&ll=39.6952629,3.0175712
Eivissa;Balears, Illes;Balears, Illes;38.908967;1.4246295;http://maps.google.es/maps?z=14&ll=38.908967,1.4246295
Escorca;Balears, Illes;Balears, Illes;39.6952629;3.0175712;http://maps.google.es/maps?z=14&ll=39.6952629,3.0175712
Esporles;Balears, Illes;Balears, Illes;39.6353004;2.6507938;http://maps.google.es/maps?z=14&ll=39.6353004,2.6507938
Estellencs;Balears, Illes;Balears, Illes;39.6952629;3.0175712;http://maps.google.es/maps?z=14&ll=39.6952629,3.0175712
Felanitx;Balears, Illes;Balears, Illes;39.417014;3.2588559;http://maps.google.es/maps?z=14&ll=39.417014,3.2588559
Ferreries;Balears, Illes;Balears, Illes;39.9829394;4.0093704;http://maps.google.es/maps?z=14&ll=39.9829394,4.0093704
Formentera;Balears, Illes;Balears, Illes;38.7287759;1.4192438;http://maps.google.es/maps?z=14&ll=38.7287759,1.4192438
Fornalutx;Balears, Illes;Balears, Illes;39.6952629;3.0175712;http://maps.google.es/maps?z=14&ll=39.6952629,3.0175712
Inca;Balears, Illes;Balears, Illes;39.7222978;2.9132192;http://maps.google.es/maps?z=14&ll=39.7222978,2.9132192
Lloret de Vistalegre;Balears, Illes;Balears, Illes;39.6952629;3.0175712;http://maps.google.es/maps?z=14&ll=39.6952629,3.0175712
Lloseta;Balears, Illes;Balears, Illes;39.6952629;3.0175712;http://maps.google.es/maps?z=14&ll=39.6952629,3.0175712
Llubí;Balears, Illes;Balears, Illes;39.6952629;3.0175712;http://maps.google.es/maps?z=14&ll=39.6952629,3.0175712
Llucmajor;Balears, Illes;Balears, Illes;39.5002959;2.7543332;http://maps.google.es/maps?z=14&ll=39.5002959,2.7543332
Manacor;Balears, Illes;Balears, Illes;39.4570235;3.26165;http://maps.google.es/maps?z=14&ll=39.4570235,3.26165
Mancor de la Vall;Balears, Illes;Balears, Illes;39.6952629;3.0175712;http://maps.google.es/maps?z=14&ll=39.6952629,3.0175712
Maó;Balears, Illes;Balears, Illes;40.016822;4.2105918;http://maps.google.es/maps?z=14&ll=40.016822,4.2105918
Maria de la Salut;Balears, Illes;Balears, Illes;39.6952629;3.0175712;http://maps.google.es/maps?z=14&ll=39.6952629,3.0175712
Marratxí;Balears, Illes;Balears, Illes;39.6074936;2.7078269;http://maps.google.es/maps?z=14&ll=39.6074936,2.7078269
Mercadal, Es;Balears, Illes;Balears, Illes;40.0159987;4.1885807;http://maps.google.es/maps?z=14&ll=40.0159987,4.1885807
Migjorn Gran, Es;Balears, Illes;Balears, Illes;39.9829394;4.0093704;http://maps.google.es/maps?z=14&ll=39.9829394,4.0093704
Montuïri;Balears, Illes;Balears, Illes;39.5164365;3.0190872;http://maps.google.es/maps?z=14&ll=39.5164365,3.0190872
Muro;Balears, Illes;Balears, Illes;39.7657707;3.153515;http://maps.google.es/maps?z=14&ll=39.7657707,3.153515
Palma;Balears, Illes;Balears, Illes;39.5719201;2.6165625;http://maps.google.es/maps?z=14&ll=39.5719201,2.6165625
Petra;Balears, Illes;Balears, Illes;39.6952629;3.0175712;http://maps.google.es/maps?z=14&ll=39.6952629,3.0175712
Pobla, Sa;Balears, Illes;Balears, Illes;39.6952629;3.0175712;http://maps.google.es/maps?z=14&ll=39.6952629,3.0175712
Pollença;Balears, Illes;Balears, Illes;39.6952629;3.0175712;http://maps.google.es/maps?z=14&ll=39.6952629,3.0175712
Porreres;Balears, Illes;Balears, Illes;39.5164365;3.0190872;http://maps.google.es/maps?z=14&ll=39.5164365,3.0190872
Puigpunyent;Balears, Illes;Balears, Illes;39.6952629;3.0175712;http://maps.google.es/maps?z=14&ll=39.6952629,3.0175712
Salines, Ses;Balears, Illes;Balears, Illes;38.9415369;1.2928587;http://maps.google.es/maps?z=14&ll=38.9415369,1.2928587
Sant Antoni de Portmany;Balears, Illes;Balears, Illes;38.9415369;1.2928587;http://maps.google.es/maps?z=14&ll=38.9415369,1.2928587
Sant Joan;Balears, Illes;Balears, Illes;39.6952629;3.0175712;http://maps.google.es/maps?z=14&ll=39.6952629,3.0175712
Sant Joan de Labritja;Balears, Illes;Balears, Illes;39.0778475;1.5122696;http://maps.google.es/maps?z=14&ll=39.0778475,1.5122696
Sant Josep de sa Talaia;Balears, Illes;Balears, Illes;38.9415369;1.2928587;http://maps.google.es/maps?z=14&ll=38.9415369,1.2928587
Sant Llorenç des Cardassar;Balears, Illes;Balears, Illes;39.6097024;3.284272;http://maps.google.es/maps?z=14&ll=39.6097024,3.284272
Sant Lluís;Balears, Illes;Balears, Illes;39.8526647;4.2593942;http://maps.google.es/maps?z=14&ll=39.8526647,4.2593942
Santa Eugènia;Balears, Illes;Balears, Illes;39.6952629;3.0175712;http://maps.google.es/maps?z=14&ll=39.6952629,3.0175712
Santa Eulalia del Río;Balears, Illes;Balears, Illes;38.908967;1.4246295;http://maps.google.es/maps?z=14&ll=38.908967,1.4246295
Santa Margalida;Balears, Illes;Balears, Illes;39.7657707;3.153515;http://maps.google.es/maps?z=14&ll=39.7657707,3.153515
Santa María del Camí;Balears, Illes;Balears, Illes;39.6952629;3.0175712;http://maps.google.es/maps?z=14&ll=39.6952629,3.0175712
Santanyí;Balears, Illes;Balears, Illes;39.3292032;3.169684;http://maps.google.es/maps?z=14&ll=39.3292032,3.169684
Selva;Balears, Illes;Balears, Illes;39.6952629;3.0175712;http://maps.google.es/maps?z=14&ll=39.6952629,3.0175712
Sencelles;Balears, Illes;Balears, Illes;39.6952629;3.0175712;http://maps.google.es/maps?z=14&ll=39.6952629,3.0175712
Sineu;Balears, Illes;Balears, Illes;39.6952629;3.0175712;http://maps.google.es/maps?z=14&ll=39.6952629,3.0175712
Sóller;Balears, Illes;Balears, Illes;39.6952629;3.0175712;http://maps.google.es/maps?z=14&ll=39.6952629,3.0175712
Son Servera;Balears, Illes;Balears, Illes;39.6952629;3.0175712;http://maps.google.es/maps?z=14&ll=39.6952629,3.0175712
Valldemossa;Balears, Illes;Balears, Illes;39.6353004;2.6507938;http://maps.google.es/maps?z=14&ll=39.6353004,2.6507938
Vilafranca de Bonany;Balears, Illes;Balears, Illes;39.6952629;3.0175712;http://maps.google.es/maps?z=14&ll=39.6952629,3.0175712
Agaete;Palmas, Las;Canarias;28.1004477;-15.6998229;http://maps.google.es/maps?z=14&ll=28.1004477,-15.6998229
Agüimes;Palmas, Las;Canarias;27.9041099;-15.4456437;http://maps.google.es/maps?z=14&ll=27.9041099,-15.4456437
Aldea de San Nicolás, La;Palmas, Las;Canarias;27.97802;-15.78759;http://maps.google.es/maps?z=14&ll=27.97802,-15.78759
Antigua;Palmas, Las;Canarias;28.4234731;-14.0145503;http://maps.google.es/maps?z=14&ll=28.4234731,-14.0145503
Arrecife;Palmas, Las;Canarias;28.9595062;-13.5476012;http://maps.google.es/maps?z=14&ll=28.9595062,-13.5476012
Artenara;Palmas, Las;Canarias;28.0200548;-15.6466391;http://maps.google.es/maps?z=14&ll=28.0200548,-15.6466391
Arucas;Palmas, Las;Canarias;28.1192657;-15.5247354;http://maps.google.es/maps?z=14&ll=28.1192657,-15.5247354
Betancuria;Palmas, Las;Canarias;28.4243823;-14.0564614;http://maps.google.es/maps?z=14&ll=28.4243823,-14.0564614
Firgas;Palmas, Las;Canarias;28.1076074;-15.5633674;http://maps.google.es/maps?z=14&ll=28.1076074,-15.5633674
Gáldar;Palmas, Las;Canarias;28.144045;-15.6503557;http://maps.google.es/maps?z=14&ll=28.144045,-15.6503557
Haría;Palmas, Las;Canarias;29.1465119;-13.4976965;http://maps.google.es/maps?z=14&ll=29.1465119,-13.4976965
Ingenio;Palmas, Las;Canarias;27.920473;-15.4424616;http://maps.google.es/maps?z=14&ll=27.920473,-15.4424616
Mogán;Palmas, Las;Canarias;27.8836973;-15.7239836;http://maps.google.es/maps?z=14&ll=27.8836973,-15.7239836
Moya;Palmas, Las;Canarias;28.116667;-15.566667;http://maps.google.es/maps?z=14&ll=28.116667,-15.566667
Oliva, La;Palmas, Las;Canarias;28.610399;-13.9288029;http://maps.google.es/maps?z=14&ll=28.610399,-13.9288029
Pájara;Palmas, Las;Canarias;28.3505933;-14.1076139;http://maps.google.es/maps?z=14&ll=28.3505933,-14.1076139
Palmas de Gran Canaria, Las;Palmas, Las;Canarias;28.1248227;-15.4300065;http://maps.google.es/maps?z=14&ll=28.1248227,-15.4300065
Puerto del Rosario;Palmas, Las;Canarias;28.4965033;-13.8622068;http://maps.google.es/maps?z=14&ll=28.4965033,-13.8622068
San Bartolomé;Palmas, Las;Canarias;27.924613;-15.5730022;http://maps.google.es/maps?z=14&ll=27.924613,-15.5730022
San Bartolomé de Tirajana;Palmas, Las;Canarias;27.924613;-15.5730022;http://maps.google.es/maps?z=14&ll=27.924613,-15.5730022
Santa Brígida;Palmas, Las;Canarias;28.0305949;-15.4913411;http://maps.google.es/maps?z=14&ll=28.0305949,-15.4913411
Santa Lucía de Tirajana;Palmas, Las;Canarias;27.9127243;-15.5412365;http://maps.google.es/maps?z=14&ll=27.9127243,-15.5412365
Santa María de Guía de Gran Canaria;Palmas, Las;Canarias;28.1391495;-15.6328401;http://maps.google.es/maps?z=14&ll=28.1391495,-15.6328401
Teguise;Palmas, Las;Canarias;29.0594165;-13.5602969;http://maps.google.es/maps?z=14&ll=29.0594165,-13.5602969
Tejeda;Palmas, Las;Canarias;27.9949877;-15.6154683;http://maps.google.es/maps?z=14&ll=27.9949877,-15.6154683
Telde;Palmas, Las;Canarias;27.996045;-15.417894;http://maps.google.es/maps?z=14&ll=27.996045,-15.417894
Teror;Palmas, Las;Canarias;28.059498;-15.5482405;http://maps.google.es/maps?z=14&ll=28.059498,-15.5482405
Tías;Palmas, Las;Canarias;28.9530452;-13.6530272;http://maps.google.es/maps?z=14&ll=28.9530452,-13.6530272
Tinajo;Palmas, Las;Canarias;29.0664367;-13.6769516;http://maps.google.es/maps?z=14&ll=29.0664367,-13.6769516
Tuineje;Palmas, Las;Canarias;28.3241706;-14.0475849;http://maps.google.es/maps?z=14&ll=28.3241706,-14.0475849
Valleseco;Palmas, Las;Canarias;28.0479375;-15.5736978;http://maps.google.es/maps?z=14&ll=28.0479375,-15.5736978
Valsequillo de Gran Canaria;Palmas, Las;Canarias;27.9911922;-15.4992847;http://maps.google.es/maps?z=14&ll=27.9911922,-15.4992847
Vega de San Mateo;Palmas, Las;Canarias;28.0105705;-15.5325574;http://maps.google.es/maps?z=14&ll=28.0105705,-15.5325574
Yaiza;Palmas, Las;Canarias;28.9524668;-13.7652634;http://maps.google.es/maps?z=14&ll=28.9524668,-13.7652634
Adeje;Santa Cruz de Tenerife;Canarias;28.1218455;-16.7246398;http://maps.google.es/maps?z=14&ll=28.1218455,-16.7246398
Agulo;Santa Cruz de Tenerife;Canarias;28.1867238;-17.1959136;http://maps.google.es/maps?z=14&ll=28.1867238,-17.1959136
Alajeró;Santa Cruz de Tenerife;Canarias;28.0627558;-17.2390241;http://maps.google.es/maps?z=14&ll=28.0627558,-17.2390241
Arafo;Santa Cruz de Tenerife;Canarias;28.3407188;-16.4151178;http://maps.google.es/maps?z=14&ll=28.3407188,-16.4151178
Arico;Santa Cruz de Tenerife;Canarias;28.1777999;-16.4794096;http://maps.google.es/maps?z=14&ll=28.1777999,-16.4794096
Arona;Santa Cruz de Tenerife;Canarias;28.1004729;-16.6806579;http://maps.google.es/maps?z=14&ll=28.1004729,-16.6806579
Barlovento;Santa Cruz de Tenerife;Canarias;28.827348;-17.8032559;http://maps.google.es/maps?z=14&ll=28.827348,-17.8032559
Breña Alta;Santa Cruz de Tenerife;Canarias;28.659051;-17.791189;http://maps.google.es/maps?z=14&ll=28.659051,-17.791189
Breña Baja;Santa Cruz de Tenerife;Canarias;28.6333333;-17.7666667;http://maps.google.es/maps?z=14&ll=28.6333333,-17.7666667
Buenavista del Norte;Santa Cruz de Tenerife;Canarias;28.370286;-16.8502412;http://maps.google.es/maps?z=14&ll=28.370286,-16.8502412
Candelaria;Santa Cruz de Tenerife;Canarias;28.3527556;-16.3701274;http://maps.google.es/maps?z=14&ll=28.3527556,-16.3701274
Fasnia;Santa Cruz de Tenerife;Canarias;28.2399644;-16.4398182;http://maps.google.es/maps?z=14&ll=28.2399644,-16.4398182
Frontera;Santa Cruz de Tenerife;Canarias;27.7537946;-18.0036424;http://maps.google.es/maps?z=14&ll=27.7537946,-18.0036424
Fuencaliente de la Palma;Santa Cruz de Tenerife;Canarias;28.488502;-17.849423;http://maps.google.es/maps?z=14&ll=28.488502,-17.849423
Garachico;Santa Cruz de Tenerife;Canarias;28.3721737;-16.7652057;http://maps.google.es/maps?z=14&ll=28.3721737,-16.7652057
Garafía;Santa Cruz de Tenerife;Canarias;28.8166667;-17.9166667;http://maps.google.es/maps?z=14&ll=28.8166667,-17.9166667
Granadilla de Abona;Santa Cruz de Tenerife;Canarias;28.1201823;-16.5769094;http://maps.google.es/maps?z=14&ll=28.1201823,-16.5769094
Guancha, La;Santa Cruz de Tenerife;Canarias;28.2915637;-16.6291304;http://maps.google.es/maps?z=14&ll=28.2915637,-16.6291304
Guía de Isora;Santa Cruz de Tenerife;Canarias;28.2099473;-16.7790034;http://maps.google.es/maps?z=14&ll=28.2099473,-16.7790034
Güímar;Santa Cruz de Tenerife;Canarias;28.317227;-16.4132537;http://maps.google.es/maps?z=14&ll=28.317227,-16.4132537
Hermigua;Santa Cruz de Tenerife;Canarias;28.1672468;-17.1920607;http://maps.google.es/maps?z=14&ll=28.1672468,-17.1920607
Icod de los Vinos;Santa Cruz de Tenerife;Canarias;28.3676044;-16.7188606;http://maps.google.es/maps?z=14&ll=28.3676044,-16.7188606
Llanos de Aridane, Los;Santa Cruz de Tenerife;Canarias;28.656193;-17.9113697;http://maps.google.es/maps?z=14&ll=28.656193,-17.9113697
Matanza de Acentejo, La;Santa Cruz de Tenerife;Canarias;28.2915637;-16.6291304;http://maps.google.es/maps?z=14&ll=28.2915637,-16.6291304
Orotava, La;Santa Cruz de Tenerife;Canarias;28.3910821;-16.5235448;http://maps.google.es/maps?z=14&ll=28.3910821,-16.5235448
Paso, El;Santa Cruz de Tenerife;Canarias;28.2915637;-16.6291304;http://maps.google.es/maps?z=14&ll=28.2915637,-16.6291304
Pinar de El Hierro, El;Santa Cruz de Tenerife;Canarias;28.46981;-16.2548558;http://maps.google.es/maps?z=14&ll=28.46981,-16.2548558
Puerto de la Cruz;Santa Cruz de Tenerife;Canarias;28.4133926;-16.5451558;http://maps.google.es/maps?z=14&ll=28.4133926,-16.5451558
Puntagorda;Santa Cruz de Tenerife;Canarias;28.75;-17.966667;http://maps.google.es/maps?z=14&ll=28.75,-17.966667
Puntallana;Santa Cruz de Tenerife;Canarias;28.734913;-17.750905;http://maps.google.es/maps?z=14&ll=28.734913,-17.750905
Realejos, Los;Santa Cruz de Tenerife;Canarias;28.2915637;-16.6291304;http://maps.google.es/maps?z=14&ll=28.2915637,-16.6291304
Rosario, El;Santa Cruz de Tenerife;Canarias;28.4244458;-16.2936924;http://maps.google.es/maps?z=14&ll=28.4244458,-16.2936924
San Andrés y Sauces;Santa Cruz de Tenerife;Canarias;28.8;-17.7666667;http://maps.google.es/maps?z=14&ll=28.8,-17.7666667
San Cristóbal de La Laguna;Santa Cruz de Tenerife;Canarias;28.4881163;-16.3147761;http://maps.google.es/maps?z=14&ll=28.4881163,-16.3147761
San Juan de la Rambla;Santa Cruz de Tenerife;Canarias;28.3946435;-16.6504671;http://maps.google.es/maps?z=14&ll=28.3946435,-16.6504671
San Miguel de Abona;Santa Cruz de Tenerife;Canarias;28.0983838;-16.6171536;http://maps.google.es/maps?z=14&ll=28.0983838,-16.6171536
San Sebastián de la Gomera;Santa Cruz de Tenerife;Canarias;28.0922245;-17.111874;http://maps.google.es/maps?z=14&ll=28.0922245,-17.111874
Santa Cruz de la Palma;Santa Cruz de Tenerife;Canarias;28.6832638;-17.7639631;http://maps.google.es/maps?z=14&ll=28.6832638,-17.7639631
Santa Cruz de Tenerife;Santa Cruz de Tenerife;Canarias;28.46981;-16.2548558;http://maps.google.es/maps?z=14&ll=28.46981,-16.2548558
Santa Úrsula;Santa Cruz de Tenerife;Canarias;28.4254894;-16.4889089;http://maps.google.es/maps?z=14&ll=28.4254894,-16.4889089
Santiago del Teide;Santa Cruz de Tenerife;Canarias;28.2961444;-16.8146113;http://maps.google.es/maps?z=14&ll=28.2961444,-16.8146113
Sauzal, El;Santa Cruz de Tenerife;Canarias;28.2915637;-16.6291304;http://maps.google.es/maps?z=14&ll=28.2915637,-16.6291304
Silos, Los;Santa Cruz de Tenerife;Canarias;28.2915637;-16.6291304;http://maps.google.es/maps?z=14&ll=28.2915637,-16.6291304
Tacoronte;Santa Cruz de Tenerife;Canarias;28.4815286;-16.4119972;http://maps.google.es/maps?z=14&ll=28.4815286,-16.4119972
Tanque, El;Santa Cruz de Tenerife;Canarias;28.3640482;-16.7717154;http://maps.google.es/maps?z=14&ll=28.3640482,-16.7717154
Tazacorte;Santa Cruz de Tenerife;Canarias;28.6427023;-17.9322413;http://maps.google.es/maps?z=14&ll=28.6427023,-17.9322413
Tegueste;Santa Cruz de Tenerife;Canarias;28.5232809;-16.3335319;http://maps.google.es/maps?z=14&ll=28.5232809,-16.3335319
Tijarafe;Santa Cruz de Tenerife;Canarias;28.669843;-17.940517;http://maps.google.es/maps?z=14&ll=28.669843,-17.940517
Valle Gran Rey;Santa Cruz de Tenerife;Canarias;28.1235666;-17.3257545;http://maps.google.es/maps?z=14&ll=28.1235666,-17.3257545
Vallehermoso;Santa Cruz de Tenerife;Canarias;28.1790184;-17.2640653;http://maps.google.es/maps?z=14&ll=28.1790184,-17.2640653
Valverde;Santa Cruz de Tenerife;Canarias;27.8089013;-17.9156604;http://maps.google.es/maps?z=14&ll=27.8089013,-17.9156604
Victoria de Acentejo, La;Santa Cruz de Tenerife;Canarias;28.2915637;-16.6291304;http://maps.google.es/maps?z=14&ll=28.2915637,-16.6291304
Vilaflor;Santa Cruz de Tenerife;Canarias;28.1572842;-16.6381045;http://maps.google.es/maps?z=14&ll=28.1572842,-16.6381045
Villa de Mazo;Santa Cruz de Tenerife;Canarias;28.5811;-17.7992;http://maps.google.es/maps?z=14&ll=28.5811,-17.7992
Alfoz de Lloredo;Cantabria;Cantabria;43.3791667;-4.1755556;http://maps.google.es/maps?z=14&ll=43.3791667,-4.1755556
Ampuero;Cantabria;Cantabria;43.3434552;-3.4156604;http://maps.google.es/maps?z=14&ll=43.3434552,-3.4156604
Anievas;Cantabria;Cantabria;43.2030556;-4.0005556;http://maps.google.es/maps?z=14&ll=43.2030556,-4.0005556
Arenas de Iguña;Cantabria;Cantabria;43.1861531;-4.050034;http://maps.google.es/maps?z=14&ll=43.1861531,-4.050034
Argoños;Cantabria;Cantabria;43.4580305;-3.4859218;http://maps.google.es/maps?z=14&ll=43.4580305,-3.4859218
Arnuero;Cantabria;Cantabria;43.4729458;-3.5629174;http://maps.google.es/maps?z=14&ll=43.4729458,-3.5629174
Arredondo;Cantabria;Cantabria;43.2742676;-3.6015278;http://maps.google.es/maps?z=14&ll=43.2742676,-3.6015278
Astillero, El;Cantabria;Cantabria;43.4015864;-3.8181608;http://maps.google.es/maps?z=14&ll=43.4015864,-3.8181608
Bárcena de Cicero;Cantabria;Cantabria;43.4199554;-3.505684;http://maps.google.es/maps?z=14&ll=43.4199554,-3.505684
Bárcena de Pie de Concha;Cantabria;Cantabria;43.1200466;-4.0464671;http://maps.google.es/maps?z=14&ll=43.1200466,-4.0464671
Bareyo;Cantabria;Cantabria;43.4703058;-3.5966067;http://maps.google.es/maps?z=14&ll=43.4703058,-3.5966067
Cabezón de la Sal;Cantabria;Cantabria;43.3074008;-4.2323917;http://maps.google.es/maps?z=14&ll=43.3074008,-4.2323917
Cabezón de Liébana;Cantabria;Cantabria;43.1325755;-4.5760344;http://maps.google.es/maps?z=14&ll=43.1325755,-4.5760344
Cabuérniga;Cantabria;Cantabria;43.203709;-4.30376;http://maps.google.es/maps?z=14&ll=43.203709,-4.30376
Camaleño;Cantabria;Cantabria;43.1500074;-4.6938978;http://maps.google.es/maps?z=14&ll=43.1500074,-4.6938978
Camargo;Cantabria;Cantabria;43.4070975;-3.8843366;http://maps.google.es/maps?z=14&ll=43.4070975,-3.8843366
Campoo de Enmedio;Cantabria;Cantabria;42.9816667;-4.1472222;http://maps.google.es/maps?z=14&ll=42.9816667,-4.1472222
Campoo de Yuso;Cantabria;Cantabria;43.0172222;-4.0036111;http://maps.google.es/maps?z=14&ll=43.0172222,-4.0036111
Cartes;Cantabria;Cantabria;43.323216;-4.0697586;http://maps.google.es/maps?z=14&ll=43.323216,-4.0697586
Castañeda;Cantabria;Cantabria;43.3157139;-3.9533202;http://maps.google.es/maps?z=14&ll=43.3157139,-3.9533202
Castro-Urdiales;Cantabria;Cantabria;43.3827751;-3.21957;http://maps.google.es/maps?z=14&ll=43.3827751,-3.21957
Cieza;Cantabria;Cantabria;43.2222222;-4.0875;http://maps.google.es/maps?z=14&ll=43.2222222,-4.0875
Cillorigo de Liébana;Cantabria;Cantabria;43.1783333;-4.5991667;http://maps.google.es/maps?z=14&ll=43.1783333,-4.5991667
Colindres;Cantabria;Cantabria;43.3953766;-3.4493631;http://maps.google.es/maps?z=14&ll=43.3953766,-3.4493631
Comillas;Cantabria;Cantabria;43.3856358;-4.2915071;http://maps.google.es/maps?z=14&ll=43.3856358,-4.2915071
Corrales de Buelna, Los;Cantabria;Cantabria;43.2595753;-4.0682407;http://maps.google.es/maps?z=14&ll=43.2595753,-4.0682407
Corvera de Toranzo;Cantabria;Cantabria;43.2102778;-3.9372222;http://maps.google.es/maps?z=14&ll=43.2102778,-3.9372222
Entrambasaguas;Cantabria;Cantabria;43.3799704;-3.6846004;http://maps.google.es/maps?z=14&ll=43.3799704,-3.6846004
Escalante;Cantabria;Cantabria;43.436786;-3.5141025;http://maps.google.es/maps?z=14&ll=43.436786,-3.5141025
Guriezo;Cantabria;Cantabria;43.354424;-3.325467;http://maps.google.es/maps?z=14&ll=43.354424,-3.325467
Hazas de Cesto;Cantabria;Cantabria;43.3973293;-3.5881635;http://maps.google.es/maps?z=14&ll=43.3973293,-3.5881635
Hermandad de Campoo de Suso;Cantabria;Cantabria;43.0225;-4.2244444;http://maps.google.es/maps?z=14&ll=43.0225,-4.2244444
Herrerías;Cantabria;Cantabria;43.3088025;-4.4861632;http://maps.google.es/maps?z=14&ll=43.3088025,-4.4861632
Lamasón;Cantabria;Cantabria;43.2536111;-4.4819444;http://maps.google.es/maps?z=14&ll=43.2536111,-4.4819444
Laredo;Cantabria;Cantabria;43.4114833;-3.4124773;http://maps.google.es/maps?z=14&ll=43.4114833,-3.4124773
Liendo;Cantabria;Cantabria;43.3942178;-3.3810418;http://maps.google.es/maps?z=14&ll=43.3942178,-3.3810418
Liérganes;Cantabria;Cantabria;43.3421264;-3.7421745;http://maps.google.es/maps?z=14&ll=43.3421264,-3.7421745
Limpias;Cantabria;Cantabria;43.3687169;-3.3986979;http://maps.google.es/maps?z=14&ll=43.3687169,-3.3986979
Luena;Cantabria;Cantabria;43.0988854;-3.8960811;http://maps.google.es/maps?z=14&ll=43.0988854,-3.8960811
Marina de Cudeyo;Cantabria;Cantabria;43.4205556;-3.7541667;http://maps.google.es/maps?z=14&ll=43.4205556,-3.7541667
Mazcuerras;Cantabria;Cantabria;43.2986111;-4.2066667;http://maps.google.es/maps?z=14&ll=43.2986111,-4.2066667
Medio Cudeyo;Cantabria;Cantabria;43.3666667;-3.75;http://maps.google.es/maps?z=14&ll=43.3666667,-3.75
Meruelo;Cantabria;Cantabria;43.45;-3.5833333;http://maps.google.es/maps?z=14&ll=43.45,-3.5833333
Miengo;Cantabria;Cantabria;43.4271143;-3.9952598;http://maps.google.es/maps?z=14&ll=43.4271143,-3.9952598
Miera;Cantabria;Cantabria;43.2833333;-3.7083333;http://maps.google.es/maps?z=14&ll=43.2833333,-3.7083333
Molledo;Cantabria;Cantabria;43.1528509;-4.0422748;http://maps.google.es/maps?z=14&ll=43.1528509,-4.0422748
Noja;Cantabria;Cantabria;43.4799637;-3.52139;http://maps.google.es/maps?z=14&ll=43.4799637,-3.52139
Penagos;Cantabria;Cantabria;43.3515395;-3.8141303;http://maps.google.es/maps?z=14&ll=43.3515395,-3.8141303
Peñarrubia;Cantabria;Cantabria;43.2572222;-4.5830556;http://maps.google.es/maps?z=14&ll=43.2572222,-4.5830556
Pesaguero;Cantabria;Cantabria;43.0770416;-4.5389779;http://maps.google.es/maps?z=14&ll=43.0770416,-4.5389779
Pesquera;Cantabria;Cantabria;43.0822311;-4.0794553;http://maps.google.es/maps?z=14&ll=43.0822311,-4.0794553
Piélagos;Cantabria;Cantabria;43.3865695;-3.9572374;http://maps.google.es/maps?z=14&ll=43.3865695,-3.9572374
Polaciones;Cantabria;Cantabria;43.1091667;-4.4047222;http://maps.google.es/maps?z=14&ll=43.1091667,-4.4047222
Polanco;Cantabria;Cantabria;43.3849996;-4.0161943;http://maps.google.es/maps?z=14&ll=43.3849996,-4.0161943
Potes;Cantabria;Cantabria;43.1534697;-4.6226995;http://maps.google.es/maps?z=14&ll=43.1534697,-4.6226995
Puente Viesgo;Cantabria;Cantabria;43.2990567;-3.9649167;http://maps.google.es/maps?z=14&ll=43.2990567,-3.9649167
Ramales de la Victoria;Cantabria;Cantabria;43.2579238;-3.4651484;http://maps.google.es/maps?z=14&ll=43.2579238,-3.4651484
Rasines;Cantabria;Cantabria;43.3041703;-3.4289783;http://maps.google.es/maps?z=14&ll=43.3041703,-3.4289783
Reinosa;Cantabria;Cantabria;43.0007071;-4.139154;http://maps.google.es/maps?z=14&ll=43.0007071,-4.139154
Reocín;Cantabria;Cantabria;43.3427279;-4.0955713;http://maps.google.es/maps?z=14&ll=43.3427279,-4.0955713
Ribamontán al Mar;Cantabria;Cantabria;43.4531529;-3.6927531;http://maps.google.es/maps?z=14&ll=43.4531529,-3.6927531
Ribamontán al Monte;Cantabria;Cantabria;43.4166667;-3.6333333;http://maps.google.es/maps?z=14&ll=43.4166667,-3.6333333
Rionansa;Cantabria;Cantabria;43.2;-4.4166667;http://maps.google.es/maps?z=14&ll=43.2,-4.4166667
Riotuerto;Cantabria;Cantabria;43.3400209;-3.6647772;http://maps.google.es/maps?z=14&ll=43.3400209,-3.6647772
Rozas de Valdearroyo, Las;Cantabria;Cantabria;42.9727367;-4.0281839;http://maps.google.es/maps?z=14&ll=42.9727367,-4.0281839
Ruente;Cantabria;Cantabria;43.25963;-4.265683;http://maps.google.es/maps?z=14&ll=43.25963,-4.265683
Ruesga;Cantabria;Cantabria;43.2841654;-3.5509074;http://maps.google.es/maps?z=14&ll=43.2841654,-3.5509074
Ruiloba;Cantabria;Cantabria;43.3811111;-4.2522222;http://maps.google.es/maps?z=14&ll=43.3811111,-4.2522222
San Felices de Buelna;Cantabria;Cantabria;43.2666667;-4.0333333;http://maps.google.es/maps?z=14&ll=43.2666667,-4.0333333
San Miguel de Aguayo;Cantabria;Cantabria;43.0529056;-4.0265562;http://maps.google.es/maps?z=14&ll=43.0529056,-4.0265562
San Pedro del Romeral;Cantabria;Cantabria;43.1151607;-3.8190256;http://maps.google.es/maps?z=14&ll=43.1151607,-3.8190256
